,subj,rating,zScored_ratings,rt,raw_image_name,sliderStart,trial,block,image,pair,sourceImageA,sourceImageB,morphPercent,imageInd
5050,mq7tq,0.596,0.8490006074868816,104.20100000143051,images/experiment/pair_64_57_out_tensor(0.6667).png,390.0,52,1,64_57_0.67,64_57_,64,57,0.67,39
6650,mq7tq,0.538,0.06352730763678009,43.72400000095367,images/experiment/pair_37_101_out_tensor(0.6667).png,34.0,53,1,37_101_0.67,37_101_,37,101,0.67,33
450,mq7tq,0.502,-0.42400784399431735,22.44700000047684,images/experiment/pair_37_57_out_tensor(0.3333).png,67.0,54,1,37_57_0.33,37_57_,37,57,0.33,22
2650,mq7tq,0.524,-0.12606969577531335,51.688999998569486,images/experiment/pair_37_64_out_tensor(0.5000).png,74.0,55,1,37_64_0.5,37_64_,37,64,0.5,26
7650,mq7tq,0.422,-1.5074192920634228,27.15599999904633,images/experiment/5_start.png,260.0,56,1,5,5,5,,,0
5850,mq7tq,0.55,0.22603902484714591,18.102999999523163,images/experiment/pair_64_57_out_tensor(0.5000).png,494.0,57,1,64_57_0.5,64_57_,64,57,0.5,38
4450,mq7tq,0.464,-0.9386282818271424,18.81100000143051,images/experiment/pair_5_101_out_tensor(0.5000).png,201.0,58,1,5_101_0.5,5_101_,5,101,0.5,17
2050,mq7tq,0.49,-0.5865195612046832,18.248999998569488,images/experiment/pair_92_64_out_tensor(0.6667).png,4.0,59,1,92_64_0.67,92_64_,92,64,0.67,45
2051,mq7tq,0.56,0.3614654558557841,81.28400000095367,images/experiment/pair_92_64_out_tensor(0.6667).png,131.0,803,2,92_64_0.67,92_64_,92,64,0.67,45
6651,mq7tq,0.596,0.8490006074868816,29.295,images/experiment/pair_37_101_out_tensor(0.6667).png,189.0,804,2,37_101_0.67,37_101_,37,101,0.67,33
651,mq7tq,0.354,-2.4283190229221625,17.485,images/experiment/pair_5_92_out_tensor(0.3333).png,290.0,805,2,5_92_0.33,5_92_,5,92,0.33,13
4451,mq7tq,0.538,0.06352730763678009,51.35300000190735,images/experiment/pair_5_101_out_tensor(0.5000).png,426.0,806,2,5_101_0.5,5_101_,5,101,0.5,17
10051,mq7tq,0.508,-0.34275198538913443,24.165,images/experiment/pair_92_57_out_tensor(0.3333).png,319.0,807,2,92_57_0.33,92_57_,92,57,0.33,40
3251,mq7tq,0.644,1.4990474763283448,24.34300000190735,images/experiment/41_start.png,72.0,808,2,41,41,41,,,2
3851,mq7tq,0.638,1.4177916177231618,25.579000000953673,images/experiment/pair_92_57_out_tensor(0.5000).png,241.0,809,2,92_57_0.5,92_57_,92,57,0.5,41
1651,mq7tq,0.562,0.3885507420575117,26.56,images/experiment/pair_37_57_out_tensor(0.6667).png,209.0,810,2,37_57_0.67,37_57_,37,57,0.67,24
8251,mq7tq,0.562,0.3885507420575117,27.245,images/experiment/57_start.png,95.0,811,2,57,57,57,,,3
9051,mq7tq,0.62,1.1740240419076131,28.836000001430513,images/experiment/pair_5_92_out_tensor(0.5000).png,171.0,812,2,5_92_0.5,5_92_,5,92,0.5,14
5051,mq7tq,0.522,-0.153154981977041,20.06,images/experiment/pair_64_57_out_tensor(0.6667).png,43.0,813,2,64_57_0.67,64_57_,64,57,0.67,39
6251,mq7tq,0.644,1.4990474763283448,28.24700000047684,images/experiment/pair_37_41_out_tensor(0.5000).png,179.0,814,2,37_41_0.5,37_41_,37,41,0.5,20
1051,mq7tq,0.59,0.7677447488816986,42.52100000143051,images/experiment/pair_5_101_out_tensor(0.3333).png,29.0,815,2,5_101_0.33,5_101_,5,101,0.33,16
3651,mq7tq,0.518,-0.20732555438049627,50.66599999904633,images/experiment/pair_64_41_out_tensor(0.6667).png,380.0,816,2,64_41_0.67,64_41_,64,41,0.67,36
8851,mq7tq,0.638,1.4177916177231618,24.728000001907347,images/experiment/37_start.png,106.0,817,2,37,37,37,,,1
4651,mq7tq,0.508,-0.34275198538913443,23.795,images/experiment/pair_101_57_out_tensor(0.6667).png,403.0,818,2,101_57_0.67,101_57_,101,57,0.67,48
2451,mq7tq,0.668,1.8240709107490765,20.96700000047684,images/experiment/pair_101_57_out_tensor(0.3333).png,163.0,819,2,101_57_0.33,101_57_,101,57,0.33,46
9851,mq7tq,0.538,0.06352730763678009,37.34,images/experiment/pair_5_64_out_tensor(0.6667).png,76.0,820,2,5_64_0.67,5_64_,5,64,0.67,12
10851,mq7tq,0.59,0.7677447488816986,25.382000000476843,images/experiment/pair_101_57_out_tensor(0.5000).png,30.0,821,2,101_57_0.5,101_57_,101,57,0.5,47
7251,mq7tq,0.426,-1.4532487196599675,21.84599999904633,images/experiment/pair_5_101_out_tensor(0.6667).png,145.0,822,2,5_101_0.67,5_101_,5,101,0.67,18
10251,mq7tq,0.644,1.4990474763283448,28.376000001430512,images/experiment/101_start.png,479.0,823,2,101,101,101,,,6
5251,mq7tq,0.498,-0.47817841639777264,26.77,images/experiment/pair_37_101_out_tensor(0.3333).png,492.0,824,2,37_101_0.33,37_101_,37,101,0.33,31
7851,mq7tq,0.556,0.3072948834523288,20.51099999904633,images/experiment/pair_5_41_out_tensor(0.5000).png,372.0,825,2,5_41_0.5,5_41_,5,41,0.5,8
2251,mq7tq,0.62,1.1740240419076131,22.381999998092653,images/experiment/pair_5_64_out_tensor(0.5000).png,157.0,826,2,5_64_0.5,5_64_,5,64,0.5,11
6451,mq7tq,0.494,-0.5323489888012279,51.868999998569485,images/experiment/pair_64_41_out_tensor(0.5000).png,327.0,827,2,64_41_0.5,64_41_,64,41,0.5,35
51,mq7tq,0.522,-0.153154981977041,40.657999999523156,images/experiment/64_start.png,491.0,828,2,64,64,64,,,4
5451,mq7tq,0.466,-0.9115429956254147,31.40100000143051,images/experiment/pair_5_92_out_tensor(0.6667).png,378.0,829,2,5_92_0.67,5_92_,5,92,0.67,15
9251,mq7tq,0.498,-0.47817841639777264,30.277999999523164,images/experiment/pair_37_64_out_tensor(0.6667).png,429.0,830,2,37_64_0.67,37_64_,37,64,0.67,27
1251,mq7tq,0.412,-1.642845723072061,26.527999999523164,images/experiment/pair_5_64_out_tensor(0.3333).png,295.0,831,2,5_64_0.33,5_64_,5,64,0.33,10
5851,mq7tq,0.576,0.5781477454696051,26.35100000143051,images/experiment/pair_64_57_out_tensor(0.5000).png,27.0,832,2,64_57_0.5,64_57_,64,57,0.5,38
6851,mq7tq,0.49,-0.5865195612046832,17.222000000476836,images/experiment/pair_101_64_out_tensor(0.3333).png,174.0,833,2,101_64_0.33,101_64_,101,64,0.33,49
4251,mq7tq,0.44,-1.263651716247874,51.76,images/experiment/pair_92_64_out_tensor(0.3333).png,348.0,834,2,92_64_0.33,92_64_,92,64,0.33,43
8051,mq7tq,0.522,-0.153154981977041,23.934000000953674,images/experiment/pair_37_101_out_tensor(0.5000).png,457.0,835,2,37_101_0.5,37_101_,37,101,0.5,32
1451,mq7tq,0.378,-2.103295588501431,56.865,images/experiment/pair_37_64_out_tensor(0.3333).png,273.0,836,2,37_64_0.33,37_64_,37,64,0.33,25
9651,mq7tq,0.596,0.8490006074868816,31.42700000047684,images/experiment/pair_101_92_out_tensor(0.3333).png,159.0,837,2,101_92_0.33,101_92_,101,92,0.33,52
2651,mq7tq,0.604,0.957341752293792,45.41900000095367,images/experiment/pair_37_64_out_tensor(0.5000).png,196.0,838,2,37_64_0.5,37_64_,37,64,0.5,26
3051,mq7tq,0.48,-0.7219459922133213,78.28200000047684,images/experiment/pair_5_41_out_tensor(0.6667).png,303.0,839,2,5_41_0.67,5_41_,5,41,0.67,9
8451,mq7tq,0.62,1.1740240419076131,33.12799999952316,images/experiment/pair_101_92_out_tensor(0.5000).png,248.0,840,2,101_92_0.5,101_92_,101,92,0.5,53
7651,mq7tq,0.648,1.5532180487318001,26.815,images/experiment/5_start.png,210.0,841,2,5,5,5,,,0
4051,mq7tq,0.62,1.1740240419076131,23.172999999523164,images/experiment/pair_101_64_out_tensor(0.6667).png,458.0,842,2,101_64_0.67,101_64_,101,64,0.67,51
2851,mq7tq,0.624,1.2281946143110685,36.96599999904633,images/experiment/pair_64_57_out_tensor(0.3333).png,19.0,843,2,64_57_0.33,64_57_,64,57,0.33,37
6051,mq7tq,0.494,-0.5323489888012279,33.65,images/experiment/pair_37_92_out_tensor(0.5000).png,374.0,844,2,37_92_0.5,37_92_,37,92,0.5,29
251,mq7tq,0.604,0.957341752293792,28.66799999952316,images/experiment/pair_64_41_out_tensor(0.3333).png,112.0,845,2,64_41_0.33,64_41_,64,41,0.33,34
8651,mq7tq,0.412,-1.642845723072061,22.429000000953675,images/experiment/pair_37_41_out_tensor(0.6667).png,265.0,846,2,37_41_0.67,37_41_,37,41,0.67,21
1851,mq7tq,0.548,0.19895373864541827,40.39599999904633,images/experiment/pair_101_92_out_tensor(0.6667).png,114.0,847,2,101_92_0.67,101_92_,101,92,0.67,54
5651,mq7tq,0.484,-0.6677754198098661,40.97,images/experiment/pair_92_57_out_tensor(0.6667).png,40.0,848,2,92_57_0.67,92_57_,92,57,0.67,42
7051,mq7tq,0.49,-0.5865195612046832,32.98400000095367,images/experiment/92_start.png,427.0,849,2,92,92,92,,,5
4851,mq7tq,0.596,0.8490006074868816,24.485,images/experiment/pair_101_64_out_tensor(0.5000).png,124.0,850,2,101_64_0.5,101_64_,101,64,0.5,50
851,mq7tq,0.45,-1.1282252852392358,25.30700000047684,images/experiment/pair_92_64_out_tensor(0.5000).png,146.0,851,2,92_64_0.5,92_64_,92,64,0.5,44
451,mq7tq,0.6,0.9031711798903368,22.029000000953673,images/experiment/pair_37_57_out_tensor(0.3333).png,96.0,852,2,37_57_0.33,37_57_,37,57,0.33,22
3451,mq7tq,0.45,-1.1282252852392358,26.22600000143051,images/experiment/pair_5_41_out_tensor(0.3333).png,69.0,853,2,5_41_0.33,5_41_,5,41,0.33,7
7451,mq7tq,0.572,0.5239771730661499,25.54,images/experiment/pair_37_57_out_tensor(0.5000).png,86.0,854,2,37_57_0.5,37_57_,37,57,0.5,23
10451,mq7tq,0.6,0.9031711798903368,21.575,images/experiment/pair_37_41_out_tensor(0.3333).png,219.0,855,2,37_41_0.33,37_41_,37,41,0.33,19
10651,mq7tq,0.466,-0.9115429956254147,21.47,images/experiment/pair_37_92_out_tensor(0.3333).png,452.0,856,2,37_92_0.33,37_92_,37,92,0.33,28
9451,mq7tq,0.586,0.7135741764782434,18.579000000953677,images/experiment/pair_37_92_out_tensor(0.6667).png,416.0,857,2,37_92_0.67,37_92_,37,92,0.67,30
3888,mrx1q,0.448,0.4039836840135725,30.6029999999702,images/experiment/pair_92_57_out_tensor(0.5000).png,445.0,5,1,92_57_0.5,92_57_,92,57,0.5,41
9088,mrx1q,0.504,0.7804646966495191,16.569000000059603,images/experiment/pair_5_92_out_tensor(0.5000).png,31.0,6,1,5_92_0.5,5_92_,5,92,0.5,14
5688,mrx1q,0.502,0.7670189461982354,24.3,images/experiment/pair_92_57_out_tensor(0.6667).png,350.0,7,1,92_57_0.67,92_57_,92,57,0.67,42
6088,mrx1q,0.43,0.2829719299520182,19.586999999880792,images/experiment/pair_37_92_out_tensor(0.5000).png,465.0,8,1,37_92_0.5,37_92_,37,92,0.5,29
7688,mrx1q,0.224,-1.1019403665302143,21.6189999999106,images/experiment/5_start.png,403.0,9,1,5,5,5,,,0
4688,mrx1q,0.708,2.151931242680468,19.011000000089407,images/experiment/pair_101_57_out_tensor(0.6667).png,386.0,10,1,101_57_0.67,101_57_,101,57,0.67,48
88,mrx1q,0.26,-0.8599168584071056,23.581000000089407,images/experiment/64_start.png,414.0,11,1,64,64,64,,,4
6888,mrx1q,0.472,0.5653326894289782,21.3029999999702,images/experiment/pair_101_64_out_tensor(0.3333).png,28.0,12,1,101_64_0.33,101_64_,101,64,0.33,49
5488,mrx1q,0.578,1.27795746334702,34.4990000000596,images/experiment/pair_5_92_out_tensor(0.6667).png,110.0,13,1,5_92_0.67,5_92_,5,92,0.67,15
5288,mrx1q,0.59,1.358631966054723,22.337000000029796,images/experiment/pair_37_101_out_tensor(0.3333).png,229.0,14,1,37_101_0.33,37_101_,37,101,0.33,31
3288,mrx1q,0.452,0.43087518491614013,26.416000000089408,images/experiment/41_start.png,139.0,15,1,41,41,41,,,2
10888,mrx1q,0.608,1.4796437201162773,24.344000000059605,images/experiment/pair_101_57_out_tensor(0.5000).png,92.0,16,1,101_57_0.5,101_57_,101,57,0.5,47
688,mrx1q,0.582,1.3048489642495877,21.491000000089407,images/experiment/pair_5_92_out_tensor(0.3333).png,362.0,17,1,5_92_0.33,5_92_,5,92,0.33,13
9688,mrx1q,0.456,0.4577666858187077,21.31,images/experiment/pair_101_92_out_tensor(0.3333).png,281.0,18,1,101_92_0.33,101_92_,101,92,0.33,52
9488,mrx1q,0.522,0.9014764507110735,18.8570000000298,images/experiment/pair_37_92_out_tensor(0.6667).png,55.0,19,1,37_92_0.67,37_92_,37,92,0.67,30
7288,mrx1q,0.672,1.9099077345573592,22.625999999940394,images/experiment/pair_5_101_out_tensor(0.6667).png,155.0,20,1,5_101_0.67,5_101_,5,101,0.67,18
4488,mrx1q,0.734,2.3267259985471576,20.3770000000298,images/experiment/pair_5_101_out_tensor(0.5000).png,356.0,21,1,5_101_0.5,5_101_,5,101,0.5,17
7888,mrx1q,0.558,1.143499958834182,22.945,images/experiment/pair_5_41_out_tensor(0.5000).png,166.0,22,1,5_41_0.5,5_41_,5,41,0.5,8
8288,mrx1q,0.16,-1.5322043809712962,25.815999999940395,images/experiment/57_start.png,36.0,23,1,57,57,57,,,3
1888,mrx1q,0.484,0.6460071921366811,23.9439999999106,images/experiment/pair_101_92_out_tensor(0.6667).png,134.0,24,1,101_92_0.67,101_92_,101,92,0.67,54
2688,mrx1q,0.424,0.24263467859816676,40.52900000005961,images/experiment/pair_37_64_out_tensor(0.5000).png,481.0,25,1,37_64_0.5,37_64_,37,64,0.5,26
7088,mrx1q,0.42,0.21574317769559914,19.53,images/experiment/92_start.png,327.0,26,1,92,92,92,,,5
10488,mrx1q,0.51,0.8208019480033706,18.62300000011921,images/experiment/pair_37_41_out_tensor(0.3333).png,79.0,27,1,37_41_0.33,37_41_,37,41,0.33,19
1288,mrx1q,0.348,-0.268303838550618,23.14600000008941,images/experiment/pair_5_64_out_tensor(0.3333).png,441.0,28,1,5_64_0.33,5_64_,5,64,0.33,10
288,mrx1q,0.412,0.1619601758904639,22.462000000029796,images/experiment/pair_64_41_out_tensor(0.3333).png,54.0,29,1,64_41_0.33,64_41_,64,41,0.33,34
10688,mrx1q,0.328,-0.4027613430634561,28.459000000059604,images/experiment/pair_37_92_out_tensor(0.3333).png,322.0,30,1,37_92_0.33,37_92_,37,92,0.33,28
4888,mrx1q,0.466,0.5249954380751268,42.655999999940406,images/experiment/pair_101_64_out_tensor(0.5000).png,146.0,31,1,101_64_0.5,101_64_,101,64,0.5,50
5888,mrx1q,0.382,-0.03972608087879325,24.3379999999702,images/experiment/pair_64_57_out_tensor(0.5000).png,442.0,32,1,64_57_0.5,64_57_,64,57,0.5,38
9288,mrx1q,0.37,-0.12040058358649611,77.29100000008941,images/experiment/pair_37_64_out_tensor(0.6667).png,207.0,33,1,37_64_0.67,37_64_,37,64,0.67,27
3088,mrx1q,0.614,1.5199809714701287,30.775,images/experiment/pair_5_41_out_tensor(0.6667).png,428.0,34,1,5_41_0.67,5_41_,5,41,0.67,9
10088,mrx1q,0.22,-1.128831867432782,22.9789999999106,images/experiment/pair_92_57_out_tensor(0.3333).png,144.0,35,1,92_57_0.33,92_57_,92,57,0.33,40
3688,mrx1q,0.304,-0.5641103484788619,36.822000000029796,images/experiment/pair_64_41_out_tensor(0.6667).png,99.0,36,1,64_41_0.67,64_41_,64,41,0.67,36
2888,mrx1q,0.316,-0.483435845771159,25.615999999940396,images/experiment/pair_64_57_out_tensor(0.3333).png,368.0,37,1,64_57_0.33,64_57_,64,57,0.33,37
2488,mrx1q,0.608,1.4796437201162773,18.578999999910597,images/experiment/pair_101_57_out_tensor(0.3333).png,7.0,38,1,101_57_0.33,101_57_,101,57,0.33,46
6688,mrx1q,0.392,0.0275026713776258,24.469000000059605,images/experiment/pair_37_101_out_tensor(0.6667).png,434.0,39,1,37_101_0.67,37_101_,37,101,0.67,33
7488,mrx1q,0.47,0.5518869389776944,24.58,images/experiment/pair_37_57_out_tensor(0.5000).png,86.0,40,1,37_57_0.5,37_57_,37,57,0.5,23
488,mrx1q,0.408,0.1350686749878963,21.494000000059604,images/experiment/pair_37_57_out_tensor(0.3333).png,70.0,41,1,37_57_0.33,37_57_,37,57,0.33,22
5088,mrx1q,0.288,-0.6716763520891323,23.176999999880792,images/experiment/pair_64_57_out_tensor(0.6667).png,190.0,42,1,64_57_0.67,64_57_,64,57,0.67,39
1488,mrx1q,0.302,-0.5775560989301457,28.3770000000298,images/experiment/pair_37_64_out_tensor(0.3333).png,198.0,43,1,37_64_0.33,37_64_,37,64,0.33,25
8888,mrx1q,0.554,1.1166084579316145,21.695999999940394,images/experiment/37_start.png,109.0,44,1,37,37,37,,,1
8488,mrx1q,0.35,-0.2548580880993342,21.1429999999702,images/experiment/pair_101_92_out_tensor(0.5000).png,272.0,45,1,101_92_0.5,101_92_,101,92,0.5,53
1688,mrx1q,0.6,1.425860718311142,20.97699999988079,images/experiment/pair_37_57_out_tensor(0.6667).png,150.0,46,1,37_57_0.67,37_57_,37,57,0.67,24
8088,mrx1q,0.476,0.5922241903315458,15.653999999910592,images/experiment/pair_37_101_out_tensor(0.5000).png,114.0,47,1,37_101_0.5,37_101_,37,101,0.5,32
10288,mrx1q,0.302,-0.5775560989301457,21.505999999940396,images/experiment/101_start.png,129.0,48,1,101,101,101,,,6
4288,mrx1q,0.252,-0.9136998602122409,21.75,images/experiment/pair_92_64_out_tensor(0.3333).png,49.0,49,1,92_64_0.33,92_64_,92,64,0.33,43
2288,mrx1q,0.284,-0.6985678529917,22.6970000000298,images/experiment/pair_5_64_out_tensor(0.5000).png,328.0,50,1,5_64_0.5,5_64_,5,64,0.5,11
2088,mrx1q,0.336,-0.3489783412583209,22.052000000029796,images/experiment/pair_92_64_out_tensor(0.6667).png,121.0,51,1,92_64_0.67,92_64_,92,64,0.67,45
888,mrx1q,0.266,-0.8195796070532543,23.795,images/experiment/pair_92_64_out_tensor(0.5000).png,337.0,52,1,92_64_0.5,92_64_,92,64,0.5,44
6488,mrx1q,0.368,-0.13384633403777993,23.863999999910597,images/experiment/pair_64_41_out_tensor(0.5000).png,61.0,53,1,64_41_0.5,64_41_,64,41,0.5,35
9888,mrx1q,0.17,-1.4649756287148772,33.0920000000298,images/experiment/pair_5_64_out_tensor(0.6667).png,18.0,54,1,5_64_0.67,5_64_,5,64,0.67,12
4088,mrx1q,0.178,-1.411192626909742,23.222000000029798,images/experiment/pair_101_64_out_tensor(0.6667).png,62.0,55,1,101_64_0.67,101_64_,101,64,0.67,51
3488,mrx1q,0.524,0.9149222011623572,33.1,images/experiment/pair_5_41_out_tensor(0.3333).png,136.0,56,1,5_41_0.33,5_41_,5,41,0.33,7
6288,mrx1q,0.41,0.1485144254391801,21.5770000000298,images/experiment/pair_37_41_out_tensor(0.5000).png,466.0,57,1,37_41_0.5,37_41_,37,41,0.5,20
1088,mrx1q,0.226,-1.0884946160789304,22.871999999880792,images/experiment/pair_5_101_out_tensor(0.3333).png,241.0,58,1,5_101_0.33,5_101_,5,101,0.33,16
8688,mrx1q,0.468,0.5384411885264105,20.538000000119208,images/experiment/pair_37_41_out_tensor(0.6667).png,490.0,59,1,37_41_0.67,37_41_,37,41,0.67,21
7289,mrx1q,0.638,1.6813299768855345,21.81,images/experiment/pair_5_101_out_tensor(0.6667).png,378.0,338,2,5_101_0.67,5_101_,5,101,0.67,18
10089,mrx1q,0.344,-0.29519533945318566,18.02,images/experiment/pair_92_57_out_tensor(0.3333).png,305.0,339,2,92_57_0.33,92_57_,92,57,0.33,40
7889,mrx1q,0.494,0.7132359443931001,16.97800000011921,images/experiment/pair_5_41_out_tensor(0.5000).png,223.0,340,2,5_41_0.5,5_41_,5,41,0.5,8
89,mrx1q,0.172,-1.4515298782635933,18.66,images/experiment/64_start.png,118.0,341,2,64,64,64,,,4
9089,mrx1q,0.466,0.5249954380751268,28.1429999999702,images/experiment/pair_5_92_out_tensor(0.5000).png,420.0,342,2,5_92_0.5,5_92_,5,92,0.5,14
2889,mrx1q,0.13,-1.7338906377405534,19.213999999910595,images/experiment/pair_64_57_out_tensor(0.3333).png,235.0,343,2,64_57_0.33,64_57_,64,57,0.33,37
1889,mrx1q,0.394,0.04094842182890961,19.938999999910596,images/experiment/pair_101_92_out_tensor(0.6667).png,189.0,344,2,101_92_0.67,101_92_,101,92,0.67,54
289,mrx1q,0.358,-0.20107508629419898,17.057999999970196,images/experiment/pair_64_41_out_tensor(0.3333).png,413.0,345,2,64_41_0.33,64_41_,64,41,0.33,34
5889,mrx1q,0.288,-0.6716763520891323,19.86100000008941,images/experiment/pair_64_57_out_tensor(0.5000).png,271.0,346,2,64_57_0.5,64_57_,64,57,0.5,38
489,mrx1q,0.466,0.5249954380751268,17.9,images/experiment/pair_37_57_out_tensor(0.3333).png,40.0,347,2,37_57_0.33,37_57_,37,57,0.33,22
1689,mrx1q,0.526,0.928367951613641,15.06,images/experiment/pair_37_57_out_tensor(0.6667).png,152.0,348,2,37_57_0.67,37_57_,37,57,0.67,24
2489,mrx1q,0.454,0.4443209353674239,23.935999999940396,images/experiment/pair_101_57_out_tensor(0.3333).png,288.0,349,2,101_57_0.33,101_57_,101,57,0.33,46
5689,mrx1q,0.432,0.296417680403302,15.147999999970198,images/experiment/pair_92_57_out_tensor(0.6667).png,132.0,350,2,92_57_0.67,92_57_,92,57,0.67,42
8889,mrx1q,0.586,1.3317404651521554,25.62,images/experiment/37_start.png,294.0,351,2,37,37,37,,,1
3889,mrx1q,0.356,-0.21452083674548278,14.255,images/experiment/pair_92_57_out_tensor(0.5000).png,301.0,352,2,92_57_0.5,92_57_,92,57,0.5,41
4689,mrx1q,0.542,1.0359339552239115,15.385,images/experiment/pair_101_57_out_tensor(0.6667).png,9.0,353,2,101_57_0.67,101_57_,101,57,0.67,48
6289,mrx1q,0.38,-0.05317183133007706,18.8979999999702,images/experiment/pair_37_41_out_tensor(0.5000).png,425.0,354,2,37_41_0.5,37_41_,37,41,0.5,20
3089,mrx1q,0.51,0.8208019480033706,21.222999999970202,images/experiment/pair_5_41_out_tensor(0.6667).png,310.0,355,2,5_41_0.67,5_41_,5,41,0.67,9
2089,mrx1q,0.206,-1.2229521205917686,16.455,images/experiment/pair_92_64_out_tensor(0.6667).png,443.0,356,2,92_64_0.67,92_64_,92,64,0.67,45
7489,mrx1q,0.55,1.0897169570290468,20.759000000059604,images/experiment/pair_37_57_out_tensor(0.5000).png,297.0,357,2,37_57_0.5,37_57_,37,57,0.5,23
3489,mrx1q,0.468,0.5384411885264105,16.252999999970196,images/experiment/pair_5_41_out_tensor(0.3333).png,97.0,358,2,5_41_0.33,5_41_,5,41,0.33,7
2689,mrx1q,0.278,-0.7389051043455513,19.94,images/experiment/pair_37_64_out_tensor(0.5000).png,12.0,359,2,37_64_0.5,37_64_,37,64,0.5,26
2289,mrx1q,0.074,-2.1103716503765,20.061000000089408,images/experiment/pair_5_64_out_tensor(0.5000).png,381.0,360,2,5_64_0.5,5_64_,5,64,0.5,11
10889,mrx1q,0.65,1.7620044795932372,17.625,images/experiment/pair_101_57_out_tensor(0.5000).png,384.0,361,2,101_57_0.5,101_57_,101,57,0.5,47
6889,mrx1q,0.236,-1.0212658638225114,18.19,images/experiment/pair_101_64_out_tensor(0.3333).png,107.0,362,2,101_64_0.33,101_64_,101,64,0.33,49
6689,mrx1q,0.166,-1.4918671296174448,19.6129999999702,images/experiment/pair_37_101_out_tensor(0.6667).png,128.0,363,2,37_101_0.67,37_101_,37,101,0.67,33
6489,mrx1q,0.328,-0.4027613430634561,19.499000000059606,images/experiment/pair_64_41_out_tensor(0.5000).png,344.0,364,2,64_41_0.5,64_41_,64,41,0.5,35
10689,mrx1q,0.518,0.8745849498085059,44.339000000059606,images/experiment/pair_37_92_out_tensor(0.3333).png,312.0,365,2,37_92_0.33,37_92_,37,92,0.33,28
689,mrx1q,0.49,0.6863444434905325,17.89199999988079,images/experiment/pair_5_92_out_tensor(0.3333).png,204.0,366,2,5_92_0.33,5_92_,5,92,0.33,13
9489,mrx1q,0.514,0.8476934489059382,25.381000000089408,images/experiment/pair_37_92_out_tensor(0.6667).png,257.0,367,2,37_92_0.67,37_92_,37,92,0.67,30
5489,mrx1q,0.506,0.7939104471008029,26.422000000029797,images/experiment/pair_5_92_out_tensor(0.6667).png,392.0,368,2,5_92_0.67,5_92_,5,92,0.67,15
8489,mrx1q,0.326,-0.41620709351473995,29.58,images/experiment/pair_101_92_out_tensor(0.5000).png,277.0,369,2,101_92_0.5,101_92_,101,92,0.5,53
