,subj,rating,zScored_ratings,rt,raw_image_name,sliderStart,trial,block,image,pair,sourceImageA,sourceImageB,morphPercent,imageInd
7825,mbx6w,1.0,1.392750459676029,27.881999999992548,images/experiment/pair_5_41_out_tensor(0.5000).png,46.0,770,2,5_41_0.5,5_41_,5,41,0.5,8
9025,mbx6w,0.0,-1.7230223807625147,31.37199999999255,images/experiment/pair_5_92_out_tensor(0.5000).png,35.0,771,2,5_92_0.5,5_92_,5,92,0.5,14
2825,mbx6w,0.148,-1.26188800037761,34.48,images/experiment/pair_64_57_out_tensor(0.3333).png,480.0,772,2,64_57_0.33,64_57_,64,57,0.33,37
4025,mbx6w,0.0,-1.7230223807625147,29.64699999999255,images/experiment/pair_101_64_out_tensor(0.6667).png,390.0,773,2,101_64_0.67,101_64_,101,64,0.67,51
1825,mbx6w,0.112,-1.3740558226333976,36.565,images/experiment/pair_101_92_out_tensor(0.6667).png,101.0,774,2,101_92_0.67,101_92_,101,92,0.67,54
7225,mbx6w,0.78,0.7072804347795494,39.9,images/experiment/pair_5_101_out_tensor(0.6667).png,143.0,775,2,5_101_0.67,5_101_,5,101,0.67,18
9825,mbx6w,0.22,-1.0375523558660351,57.72,images/experiment/pair_5_64_out_tensor(0.6667).png,15.0,776,2,5_64_0.67,5_64_,5,64,0.67,12
2025,mbx6w,0.0,-1.7230223807625147,36.41099999997765,images/experiment/pair_92_64_out_tensor(0.6667).png,477.0,777,2,92_64_0.67,92_64_,92,64,0.67,45
9425,mbx6w,0.298,-0.7945220743118286,28.76199999999255,images/experiment/pair_37_92_out_tensor(0.6667).png,310.0,778,2,37_92_0.67,37_92_,37,92,0.67,30
2225,mbx6w,0.154,-1.243193363334979,25.083000000007452,images/experiment/pair_5_64_out_tensor(0.5000).png,24.0,779,2,5_64_0.5,5_64_,5,64,0.5,11
7020,mh0hn,0.942,2.408673659596934,40.135,images/experiment/92_start.png,255.0,5,1,92,92,92,,,5
10620,mh0hn,0.596,0.34245207006710837,25.807999999970203,images/experiment/pair_37_92_out_tensor(0.3333).png,74.0,6,1,37_92_0.33,37_92_,37,92,0.33,28
4420,mh0hn,0.596,0.34245207006710837,20.391000000089406,images/experiment/pair_5_101_out_tensor(0.5000).png,188.0,7,1,5_101_0.5,5_101_,5,101,0.5,17
8220,mh0hn,0.788,1.4890259000952195,63.013999999910595,images/experiment/57_start.png,394.0,8,1,57,57,57,,,3
9820,mh0hn,0.476,-0.3741565737004611,25.265,images/experiment/pair_5_64_out_tensor(0.6667).png,58.0,9,1,5_64_0.67,5_64_,5,64,0.67,12
3220,mh0hn,0.518,-0.1233435483818118,42.61900000005961,images/experiment/41_start.png,259.0,10,1,41,41,41,,,2
4820,mh0hn,0.63,0.545491185801253,20.8539999999106,images/experiment/pair_101_64_out_tensor(0.5000).png,271.0,11,1,101_64_0.5,101_64_,101,64,0.5,50
2220,mh0hn,0.524,-0.08751311619343333,28.378999999910597,images/experiment/pair_5_64_out_tensor(0.5000).png,262.0,12,1,5_64_0.5,5_64_,5,64,0.5,11
6420,mh0hn,0.96,2.516164956162069,33.8139999999106,images/experiment/pair_64_41_out_tensor(0.5000).png,480.0,13,1,64_41_0.5,64_41_,64,41,0.5,35
620,mh0hn,0.584,0.2707912056903514,207.7280000001192,images/experiment/pair_5_92_out_tensor(0.3333).png,186.0,14,1,5_92_0.33,5_92_,5,92,0.33,13
8820,mh0hn,0.25,-1.723769519462717,49.25,images/experiment/37_start.png,224.0,15,1,37,37,37,,,1
6220,mh0hn,0.284,-1.5207304037285723,23.251000000089405,images/experiment/pair_37_41_out_tensor(0.5000).png,446.0,16,1,37_41_0.5,37_41_,37,41,0.5,20
7420,mh0hn,0.702,0.9754563720617947,23.3420000000298,images/experiment/pair_37_57_out_tensor(0.5000).png,302.0,17,1,37_57_0.5,37_57_,37,57,0.5,23
3020,mh0hn,0.642,0.61715205017801,33.656000000089406,images/experiment/pair_5_41_out_tensor(0.6667).png,33.0,18,1,5_41_0.67,5_41_,5,41,0.67,9
1420,mh0hn,0.57,0.1871868639174683,22.383999999910596,images/experiment/pair_37_64_out_tensor(0.3333).png,395.0,19,1,37_64_0.33,37_64_,37,64,0.33,25
4220,mh0hn,0.47,-0.4099870058888396,20.625999999940394,images/experiment/pair_92_64_out_tensor(0.3333).png,426.0,20,1,92_64_0.33,92_64_,92,64,0.33,43
1220,mh0hn,0.392,-0.8757826243377598,23.265,images/experiment/pair_5_64_out_tensor(0.3333).png,415.0,21,1,5_64_0.33,5_64_,5,64,0.33,10
7820,mh0hn,0.488,-0.3024957093237042,27.032000000029797,images/experiment/pair_5_41_out_tensor(0.5000).png,141.0,22,1,5_41_0.5,5_41_,5,41,0.5,8
9020,mh0hn,0.65,0.6649259597625146,31.652000000029798,images/experiment/pair_5_92_out_tensor(0.5000).png,185.0,23,1,5_92_0.5,5_92_,5,92,0.5,14
10820,mh0hn,0.448,-0.5413652572462273,24.381000000089408,images/experiment/pair_101_57_out_tensor(0.5000).png,134.0,24,1,101_57_0.5,101_57_,101,57,0.5,47
1620,mh0hn,0.512,-0.15917398057019028,30.380999999940396,images/experiment/pair_37_57_out_tensor(0.6667).png,212.0,25,1,37_57_0.67,37_57_,37,57,0.67,24
6020,mh0hn,0.624,0.5096607536128746,33.3320000000298,images/experiment/pair_37_92_out_tensor(0.5000).png,222.0,26,1,37_92_0.5,37_92_,37,92,0.5,29
5220,mh0hn,0.46,-0.46970439286947036,25.99,images/experiment/pair_37_101_out_tensor(0.3333).png,309.0,27,1,37_101_0.33,37_101_,37,101,0.33,31
7620,mh0hn,0.134,-2.416491208438034,22.801000000089406,images/experiment/5_start.png,155.0,28,1,5,5,5,,,0
20,mh0hn,0.448,-0.5413652572462273,19.41,images/experiment/64_start.png,82.0,29,1,64,64,64,,,4
10220,mh0hn,0.72,1.0829476686269301,37.6609999999404,images/experiment/101_start.png,19.0,30,1,101,101,101,,,6
8020,mh0hn,0.51,-0.17111745796631642,17.973999999910593,images/experiment/pair_37_101_out_tensor(0.5000).png,433.0,31,1,37_101_0.5,37_101_,37,101,0.5,32
220,mh0hn,1.0,2.755034504084592,20.782000000029797,images/experiment/pair_64_41_out_tensor(0.3333).png,356.0,32,1,64_41_0.33,64_41_,64,41,0.33,34
6820,mh0hn,0.478,-0.36221309630433496,25.980999999940394,images/experiment/pair_101_64_out_tensor(0.3333).png,195.0,33,1,101_64_0.33,101_64_,101,64,0.33,49
5820,mh0hn,0.422,-0.6966304633958673,19.74,images/experiment/pair_64_57_out_tensor(0.5000).png,322.0,34,1,64_57_0.5,64_57_,64,57,0.5,38
2020,mh0hn,0.928,2.3250693178240507,28.060999999940396,images/experiment/pair_92_64_out_tensor(0.6667).png,464.0,35,1,92_64_0.67,92_64_,92,64,0.67,45
3820,mh0hn,0.566,0.163299909125216,22.372000000029796,images/experiment/pair_92_57_out_tensor(0.5000).png,342.0,36,1,92_57_0.5,92_57_,92,57,0.5,41
420,mh0hn,0.456,-0.4935913476617227,25.6589999999106,images/experiment/pair_37_57_out_tensor(0.3333).png,228.0,37,1,37_57_0.33,37_57_,37,57,0.33,22
4620,mh0hn,0.448,-0.5413652572462273,17.580999999940396,images/experiment/pair_101_57_out_tensor(0.6667).png,434.0,38,1,101_57_0.67,101_57_,101,57,0.67,48
1020,mh0hn,0.302,-1.413239107163437,19.099000000059604,images/experiment/pair_5_101_out_tensor(0.3333).png,10.0,39,1,5_101_0.33,5_101_,5,101,0.33,16
3420,mh0hn,0.412,-0.7563478503764981,22.14,images/experiment/pair_5_41_out_tensor(0.3333).png,169.0,40,1,5_41_0.33,5_41_,5,41,0.33,7
9220,mh0hn,0.696,0.9396259398734162,24.3,images/experiment/pair_37_64_out_tensor(0.6667).png,391.0,41,1,37_64_0.67,37_64_,37,64,0.67,27
5420,mh0hn,0.534,-0.027795729212802534,20.542000000029798,images/experiment/pair_5_92_out_tensor(0.6667).png,38.0,42,1,5_92_0.67,5_92_,5,92,0.67,15
5020,mh0hn,0.464,-0.4458174380772181,20.15,images/experiment/pair_64_57_out_tensor(0.6667).png,416.0,43,1,64_57_0.67,64_57_,64,57,0.67,39
7220,mh0hn,0.642,0.61715205017801,21.022999999970203,images/experiment/pair_5_101_out_tensor(0.6667).png,86.0,44,1,5_101_0.67,5_101_,5,101,0.67,18
2620,mh0hn,0.5,-0.23083484494694723,23.180999999940397,images/experiment/pair_37_64_out_tensor(0.5000).png,198.0,45,1,37_64_0.5,37_64_,37,64,0.5,26
9620,mh0hn,0.764,1.3457041713417055,85.90100000008941,images/experiment/pair_101_92_out_tensor(0.3333).png,382.0,46,1,101_92_0.33,101_92_,101,92,0.33,52
6620,mh0hn,0.726,1.1187781008153086,24.0489999999106,images/experiment/pair_37_101_out_tensor(0.6667).png,485.0,47,1,37_101_0.67,37_101_,37,101,0.67,33
8620,mh0hn,0.464,-0.4458174380772181,20.31,images/experiment/pair_37_41_out_tensor(0.6667).png,451.0,48,1,37_41_0.67,37_41_,37,41,0.67,21
3620,mh0hn,0.936,2.372843227408555,27.981000000089406,images/experiment/pair_64_41_out_tensor(0.6667).png,193.0,49,1,64_41_0.67,64_41_,64,41,0.67,36
2820,mh0hn,0.77,1.3815346035300842,23.260999999940395,images/experiment/pair_64_57_out_tensor(0.3333).png,92.0,50,1,64_57_0.33,64_57_,64,57,0.33,37
820,mh0hn,0.884,2.062312815109275,18.940999999940395,images/experiment/pair_92_64_out_tensor(0.5000).png,14.0,51,1,92_64_0.5,92_64_,92,64,0.5,44
4020,mh0hn,0.464,-0.4458174380772181,22.94,images/experiment/pair_101_64_out_tensor(0.6667).png,49.0,52,1,101_64_0.67,101_64_,101,64,0.67,51
1820,mh0hn,0.476,-0.3741565737004611,27.58,images/experiment/pair_101_92_out_tensor(0.6667).png,238.0,53,1,101_92_0.67,101_92_,101,92,0.67,54
10420,mh0hn,0.46,-0.46970439286947036,21.49,images/experiment/pair_37_41_out_tensor(0.3333).png,486.0,54,1,37_41_0.33,37_41_,37,41,0.33,19
9420,mh0hn,0.442,-0.5771956894346058,19.430999999940397,images/experiment/pair_37_92_out_tensor(0.6667).png,191.0,55,1,37_92_0.67,37_92_,37,92,0.67,30
5620,mh0hn,0.488,-0.3024957093237042,23.42199999988079,images/experiment/pair_92_57_out_tensor(0.6667).png,52.0,56,1,92_57_0.67,92_57_,92,57,0.67,42
2420,mh0hn,0.478,-0.36221309630433496,22.06,images/experiment/pair_101_57_out_tensor(0.3333).png,352.0,57,1,101_57_0.33,101_57_,101,57,0.33,46
10020,mh0hn,0.5,-0.23083484494694723,24.07199999988079,images/experiment/pair_92_57_out_tensor(0.3333).png,116.0,58,1,92_57_0.33,92_57_,92,57,0.33,40
8420,mh0hn,0.612,0.4379998892361176,21.262000000029797,images/experiment/pair_101_92_out_tensor(0.5000).png,12.0,59,1,101_92_0.5,101_92_,101,92,0.5,53
7221,mh0hn,0.512,-0.15917398057019028,31.32699999988079,images/experiment/pair_5_101_out_tensor(0.6667).png,203.0,693,2,5_101_0.67,5_101_,5,101,0.67,18
7621,mh0hn,0.446,-0.5533087346423534,23.1,images/experiment/5_start.png,118.0,694,2,5,5,5,,,0
8221,mh0hn,0.66,0.7246433467431455,30.540999999940396,images/experiment/57_start.png,9.0,695,2,57,57,57,,,3
4821,mh0hn,0.57,0.1871868639174683,20.852000000029797,images/experiment/pair_101_64_out_tensor(0.5000).png,368.0,696,2,101_64_0.5,101_64_,101,64,0.5,50
10821,mh0hn,0.522,-0.09945659358955948,21.261000000089407,images/experiment/pair_101_57_out_tensor(0.5000).png,261.0,697,2,101_57_0.5,101_57_,101,57,0.5,47
9621,mh0hn,0.51,-0.17111745796631642,17.258999999910593,images/experiment/pair_101_92_out_tensor(0.3333).png,283.0,698,2,101_92_0.33,101_92_,101,92,0.33,52
4021,mh0hn,0.484,-0.32638266411595646,19.1779999999702,images/experiment/pair_101_64_out_tensor(0.6667).png,174.0,699,2,101_64_0.67,101_64_,101,64,0.67,51
21,mh0hn,0.208,-1.9745825447813663,23.027999999970202,images/experiment/64_start.png,23.0,700,2,64,64,64,,,4
2021,mh0hn,0.984,2.659486684915583,26.460999999940395,images/experiment/pair_92_64_out_tensor(0.6667).png,467.0,701,2,92_64_0.67,92_64_,92,64,0.67,45
221,mh0hn,0.996,2.73114754929234,34.14,images/experiment/pair_64_41_out_tensor(0.3333).png,458.0,702,2,64_41_0.33,64_41_,64,41,0.33,34
621,mh0hn,0.454,-0.5055348250578489,22.4589999999106,images/experiment/pair_5_92_out_tensor(0.3333).png,227.0,703,2,5_92_0.33,5_92_,5,92,0.33,13
1821,mh0hn,0.472,-0.3980435284927134,20.780999999940395,images/experiment/pair_101_92_out_tensor(0.6667).png,50.0,704,2,101_92_0.67,101_92_,101,92,0.67,54
6021,mh0hn,0.488,-0.3024957093237042,19.101000000089407,images/experiment/pair_37_92_out_tensor(0.5000).png,411.0,705,2,37_92_0.5,37_92_,37,92,0.5,29
6621,mh0hn,0.476,-0.3741565737004611,33.8979999999702,images/experiment/pair_37_101_out_tensor(0.6667).png,313.0,706,2,37_101_0.67,37_101_,37,101,0.67,33
5221,mh0hn,0.436,-0.6130261216229843,25.830999999940396,images/experiment/pair_37_101_out_tensor(0.3333).png,218.0,707,2,37_101_0.33,37_101_,37,101,0.33,31
5021,mh0hn,0.418,-0.7205174181881197,19.18,images/experiment/pair_64_57_out_tensor(0.6667).png,326.0,708,2,64_57_0.67,64_57_,64,57,0.67,39
2221,mh0hn,0.41,-0.7682913277726243,21.100999999940395,images/experiment/pair_5_64_out_tensor(0.5000).png,112.0,709,2,5_64_0.5,5_64_,5,64,0.5,11
7821,mh0hn,0.472,-0.3980435284927134,30.3,images/experiment/pair_5_41_out_tensor(0.5000).png,139.0,710,2,5_41_0.5,5_41_,5,41,0.5,8
421,mh0hn,0.436,-0.6130261216229843,43.6509999999404,images/experiment/pair_37_57_out_tensor(0.3333).png,135.0,711,2,37_57_0.33,37_57_,37,57,0.33,22
4421,mh0hn,0.448,-0.5413652572462273,17.731000000089406,images/experiment/pair_5_101_out_tensor(0.5000).png,266.0,712,2,5_101_0.5,5_101_,5,101,0.5,17
10421,mh0hn,0.47,-0.4099870058888396,23.578999999910597,images/experiment/pair_37_41_out_tensor(0.3333).png,343.0,713,2,37_41_0.33,37_41_,37,41,0.33,19
9821,mh0hn,0.446,-0.5533087346423534,36.29900000005961,images/experiment/pair_5_64_out_tensor(0.6667).png,381.0,714,2,5_64_0.67,5_64_,5,64,0.67,12
8421,mh0hn,0.51,-0.17111745796631642,22.455,images/experiment/pair_101_92_out_tensor(0.5000).png,211.0,715,2,101_92_0.5,101_92_,101,92,0.5,53
2821,mh0hn,0.484,-0.32638266411595646,23.1,images/experiment/pair_64_57_out_tensor(0.3333).png,150.0,716,2,64_57_0.33,64_57_,64,57,0.33,37
821,mh0hn,0.484,-0.32638266411595646,28.7089999999106,images/experiment/pair_92_64_out_tensor(0.5000).png,445.0,717,2,92_64_0.5,92_64_,92,64,0.5,44
7421,mh0hn,0.4,-0.8280087147532551,26.86100000008941,images/experiment/pair_37_57_out_tensor(0.5000).png,243.0,718,2,37_57_0.5,37_57_,37,57,0.5,23
1621,mh0hn,0.436,-0.6130261216229843,20.215,images/experiment/pair_37_57_out_tensor(0.6667).png,346.0,719,2,37_57_0.67,37_57_,37,57,0.67,24
3621,mh0hn,1.0,2.755034504084592,26.858999999910598,images/experiment/pair_64_41_out_tensor(0.6667).png,87.0,720,2,64_41_0.67,64_41_,64,41,0.67,36
6821,mh0hn,0.488,-0.3024957093237042,22.54,images/experiment/pair_101_64_out_tensor(0.3333).png,479.0,721,2,101_64_0.33,101_64_,101,64,0.33,49
3021,mh0hn,0.464,-0.4458174380772181,24.062000000029798,images/experiment/pair_5_41_out_tensor(0.6667).png,281.0,722,2,5_41_0.67,5_41_,5,41,0.67,9
4621,mh0hn,0.472,-0.3980435284927134,23.66,images/experiment/pair_101_57_out_tensor(0.6667).png,494.0,723,2,101_57_0.67,101_57_,101,57,0.67,48
2421,mh0hn,0.546,0.04386513516395441,30.371000000089406,images/experiment/pair_101_57_out_tensor(0.3333).png,462.0,724,2,101_57_0.33,101_57_,101,57,0.33,46
10621,mh0hn,0.478,-0.36221309630433496,21.26,images/experiment/pair_37_92_out_tensor(0.3333).png,96.0,725,2,37_92_0.33,37_92_,37,92,0.33,28
9021,mh0hn,0.504,-0.2069478901546949,29.58,images/experiment/pair_5_92_out_tensor(0.5000).png,94.0,726,2,5_92_0.5,5_92_,5,92,0.5,14
2621,mh0hn,0.452,-0.517478302453975,21.488999999910597,images/experiment/pair_37_64_out_tensor(0.5000).png,76.0,727,2,37_64_0.5,37_64_,37,64,0.5,26
7021,mh0hn,0.478,-0.36221309630433496,25.19,images/experiment/92_start.png,223.0,728,2,92,92,92,,,5
6421,mh0hn,1.0,2.755034504084592,48.6490000000596,images/experiment/pair_64_41_out_tensor(0.5000).png,321.0,729,2,64_41_0.5,64_41_,64,41,0.5,35
1421,mh0hn,0.482,-0.3383261415120826,34.51,images/experiment/pair_37_64_out_tensor(0.3333).png,162.0,730,2,37_64_0.33,37_64_,37,64,0.33,25
9221,mh0hn,0.46,-0.46970439286947036,18.9329999999702,images/experiment/pair_37_64_out_tensor(0.6667).png,20.0,731,2,37_64_0.67,37_64_,37,64,0.67,27
3821,mh0hn,0.452,-0.517478302453975,18.220999999940396,images/experiment/pair_92_57_out_tensor(0.5000).png,57.0,732,2,92_57_0.5,92_57_,92,57,0.5,41
3221,mh0hn,0.448,-0.5413652572462273,22.781999999880792,images/experiment/41_start.png,436.0,733,2,41,41,41,,,2
9421,mh0hn,0.504,-0.2069478901546949,32.86,images/experiment/pair_37_92_out_tensor(0.6667).png,194.0,734,2,37_92_0.67,37_92_,37,92,0.67,30
1221,mh0hn,0.472,-0.3980435284927134,19.01300000011921,images/experiment/pair_5_64_out_tensor(0.3333).png,132.0,735,2,5_64_0.33,5_64_,5,64,0.33,10
5421,mh0hn,0.478,-0.36221309630433496,21.1,images/experiment/pair_5_92_out_tensor(0.6667).png,284.0,736,2,5_92_0.67,5_92_,5,92,0.67,15
8621,mh0hn,0.476,-0.3741565737004611,19.580999999940396,images/experiment/pair_37_41_out_tensor(0.6667).png,157.0,737,2,37_41_0.67,37_41_,37,41,0.67,21
5821,mh0hn,0.482,-0.3383261415120826,19.58,images/experiment/pair_64_57_out_tensor(0.5000).png,216.0,738,2,64_57_0.5,64_57_,64,57,0.5,38
6221,mh0hn,0.358,-1.0788217400719045,54.06,images/experiment/pair_37_41_out_tensor(0.5000).png,244.0,739,2,37_41_0.5,37_41_,37,41,0.5,20
3421,mh0hn,0.5,-0.23083484494694723,80.93,images/experiment/pair_5_41_out_tensor(0.3333).png,16.0,740,2,5_41_0.33,5_41_,5,41,0.33,7
10021,mh0hn,0.5,-0.23083484494694723,33.887999999970205,images/experiment/pair_92_57_out_tensor(0.3333).png,386.0,741,2,92_57_0.33,92_57_,92,57,0.33,40
10221,mh0hn,0.49,-0.290552231927578,28.6189999999106,images/experiment/101_start.png,296.0,742,2,101,101,101,,,6
1021,mh0hn,0.484,-0.32638266411595646,27.490999999940396,images/experiment/pair_5_101_out_tensor(0.3333).png,334.0,743,2,5_101_0.33,5_101_,5,101,0.33,16
8821,mh0hn,0.53,-0.05168268400505485,41.18,images/experiment/37_start.png,347.0,744,2,37,37,37,,,1
4221,mh0hn,0.466,-0.4338739606810919,27.168999999910596,images/experiment/pair_92_64_out_tensor(0.3333).png,93.0,745,2,92_64_0.33,92_64_,92,64,0.33,43
5621,mh0hn,0.466,-0.4338739606810919,25.5020000000298,images/experiment/pair_92_57_out_tensor(0.6667).png,332.0,746,2,92_57_0.67,92_57_,92,57,0.67,42
8021,mh0hn,0.46,-0.46970439286947036,20.936000000089408,images/experiment/pair_37_101_out_tensor(0.5000).png,363.0,747,2,37_101_0.5,37_101_,37,101,0.5,32
9050,mq7tq,0.788,3.4491880828527344,35.1,images/experiment/pair_5_92_out_tensor(0.5000).png,437.0,5,1,5_92_0.5,5_92_,5,92,0.5,14
1850,mq7tq,0.642,1.471962190126617,27.85,images/experiment/pair_101_92_out_tensor(0.6667).png,221.0,6,1,101_92_0.67,101_92_,101,92,0.67,54
9250,mq7tq,0.746,2.880397072616454,19.01,images/experiment/pair_37_64_out_tensor(0.6667).png,181.0,7,1,37_64_0.67,37_64_,37,64,0.67,27
7250,mq7tq,0.694,2.176179631371536,25.378999998569487,images/experiment/pair_5_101_out_tensor(0.6667).png,496.0,8,1,5_101_0.67,5_101_,5,101,0.67,18
1650,mq7tq,0.49,-0.5865195612046832,18.66700000047684,images/experiment/pair_37_57_out_tensor(0.6667).png,395.0,9,1,37_57_0.67,37_57_,37,57,0.67,24
850,mq7tq,0.57,0.49689188686442226,17.979000000953675,images/experiment/pair_92_64_out_tensor(0.5000).png,341.0,10,1,92_64_0.5,92_64_,92,64,0.5,44
7050,mq7tq,0.458,-1.0198841404323253,21.62,images/experiment/92_start.png,447.0,11,1,92,92,92,,,5
6250,mq7tq,0.538,0.06352730763678009,20.71200000047684,images/experiment/pair_37_41_out_tensor(0.5000).png,432.0,12,1,37_41_0.5,37_41_,37,41,0.5,20
5650,mq7tq,0.436,-1.3178222886513293,19.642999999523166,images/experiment/pair_92_57_out_tensor(0.6667).png,460.0,13,1,92_57_0.67,92_57_,92,57,0.67,42
10650,mq7tq,0.526,-0.09898440957358572,21.805,images/experiment/pair_37_92_out_tensor(0.3333).png,444.0,14,1,37_92_0.33,37_92_,37,92,0.33,28
6450,mq7tq,0.546,0.17186845244369064,20.27899999856949,images/experiment/pair_64_41_out_tensor(0.5000).png,468.0,15,1,64_41_0.5,64_41_,64,41,0.5,35
10050,mq7tq,0.526,-0.09898440957358572,45.116000001430514,images/experiment/pair_92_57_out_tensor(0.3333).png,357.0,16,1,92_57_0.33,92_57_,92,57,0.33,40
5250,mq7tq,0.552,0.25312431104887356,28.75,images/experiment/pair_37_101_out_tensor(0.3333).png,227.0,17,1,37_101_0.33,37_101_,37,101,0.33,31
8250,mq7tq,0.472,-0.8302871370202318,20.105,images/experiment/57_start.png,397.0,18,1,57,57,57,,,3
10850,mq7tq,0.53,-0.044813837170130454,42.62299999952316,images/experiment/pair_101_57_out_tensor(0.5000).png,37.0,19,1,101_57_0.5,101_57_,101,57,0.5,47
9650,mq7tq,0.528,-0.07189912337185808,24.835,images/experiment/pair_101_92_out_tensor(0.3333).png,311.0,20,1,101_92_0.33,101_92_,101,92,0.33,52
9850,mq7tq,0.436,-1.3178222886513293,17.595,images/experiment/pair_5_64_out_tensor(0.6667).png,271.0,21,1,5_64_0.67,5_64_,5,64,0.67,12
3450,mq7tq,0.518,-0.20732555438049627,40.712999999523156,images/experiment/pair_5_41_out_tensor(0.3333).png,465.0,22,1,5_41_0.33,5_41_,5,41,0.33,7
8450,mq7tq,0.534,0.00935673523332482,30.56600000143051,images/experiment/pair_101_92_out_tensor(0.5000).png,233.0,23,1,101_92_0.5,101_92_,101,92,0.5,53
1050,mq7tq,0.492,-0.5594342750029555,39.08600000143051,images/experiment/pair_5_101_out_tensor(0.3333).png,365.0,24,1,5_101_0.33,5_101_,5,101,0.33,16
8850,mq7tq,0.524,-0.12606969577531335,24.75599999904633,images/experiment/37_start.png,183.0,25,1,37,37,37,,,1
2250,mq7tq,0.468,-0.8844577094236872,20.659000000953675,images/experiment/pair_5_64_out_tensor(0.5000).png,182.0,26,1,5_64_0.5,5_64_,5,64,0.5,11
4650,mq7tq,0.536,0.03644202143505246,16.162999999523166,images/experiment/pair_101_57_out_tensor(0.6667).png,312.0,27,1,101_57_0.67,101_57_,101,57,0.67,48
3250,mq7tq,0.564,0.41563602825923934,28.369000000953676,images/experiment/41_start.png,240.0,28,1,41,41,41,,,2
9450,mq7tq,0.436,-1.3178222886513293,21.832999999523164,images/experiment/pair_37_92_out_tensor(0.6667).png,99.0,29,1,37_92_0.67,37_92_,37,92,0.67,30
650,mq7tq,0.596,0.8490006074868816,918.7190000009535,images/experiment/pair_5_92_out_tensor(0.3333).png,347.0,30,1,5_92_0.33,5_92_,5,92,0.33,13
10450,mq7tq,0.516,-0.2344108405822239,40.66899999856949,images/experiment/pair_37_41_out_tensor(0.3333).png,13.0,31,1,37_41_0.33,37_41_,37,41,0.33,19
6850,mq7tq,0.472,-0.8302871370202318,27.977000000476842,images/experiment/pair_101_64_out_tensor(0.3333).png,286.0,32,1,101_64_0.33,101_64_,101,64,0.33,49
3850,mq7tq,0.55,0.22603902484714591,18.069000000953675,images/experiment/pair_92_57_out_tensor(0.5000).png,2.0,33,1,92_57_0.5,92_57_,92,57,0.5,41
50,mq7tq,0.476,-0.7761165646167766,22.152000000476843,images/experiment/64_start.png,49.0,34,1,64,64,64,,,4
3050,mq7tq,0.562,0.3885507420575117,22.99,images/experiment/pair_5_41_out_tensor(0.6667).png,83.0,35,1,5_41_0.67,5_41_,5,41,0.67,9
7450,mq7tq,0.466,-0.9115429956254147,25.428999998569488,images/experiment/pair_37_57_out_tensor(0.5000).png,57.0,36,1,37_57_0.5,37_57_,37,57,0.5,23
10250,mq7tq,0.534,0.00935673523332482,18.425,images/experiment/101_start.png,317.0,37,1,101,101,101,,,6
1250,mq7tq,0.526,-0.09898440957358572,16.979000000953675,images/experiment/pair_5_64_out_tensor(0.3333).png,120.0,38,1,5_64_0.33,5_64_,5,64,0.33,10
2850,mq7tq,0.472,-0.8302871370202318,20.26399999856949,images/experiment/pair_64_57_out_tensor(0.3333).png,488.0,39,1,64_57_0.33,64_57_,64,57,0.33,37
250,mq7tq,0.542,0.11769788004023536,20.85599999904633,images/experiment/pair_64_41_out_tensor(0.3333).png,51.0,40,1,64_41_0.33,64_41_,64,41,0.33,34
5450,mq7tq,0.448,-1.1553105714409635,20.87199999809265,images/experiment/pair_5_92_out_tensor(0.6667).png,421.0,41,1,5_92_0.67,5_92_,5,92,0.67,15
4050,mq7tq,0.46,-0.9927988542305977,28.69,images/experiment/pair_101_64_out_tensor(0.6667).png,391.0,42,1,101_64_0.67,101_64_,101,64,0.67,51
4250,mq7tq,0.448,-1.1553105714409635,36.07599999904633,images/experiment/pair_92_64_out_tensor(0.3333).png,266.0,43,1,92_64_0.33,92_64_,92,64,0.33,43
7850,mq7tq,0.53,-0.044813837170130454,42.51599999904633,images/experiment/pair_5_41_out_tensor(0.5000).png,441.0,44,1,5_41_0.5,5_41_,5,41,0.5,8
8050,mq7tq,0.516,-0.2344108405822239,29.464000000953675,images/experiment/pair_37_101_out_tensor(0.5000).png,199.0,45,1,37_101_0.5,37_101_,37,101,0.5,32
3650,mq7tq,0.46,-0.9927988542305977,31.27,images/experiment/pair_64_41_out_tensor(0.6667).png,383.0,46,1,64_41_0.67,64_41_,64,41,0.67,36
6050,mq7tq,0.534,0.00935673523332482,48.840999999046325,images/experiment/pair_37_92_out_tensor(0.5000).png,204.0,47,1,37_92_0.5,37_92_,37,92,0.5,29
4850,mq7tq,0.436,-1.3178222886513293,24.995,images/experiment/pair_101_64_out_tensor(0.5000).png,336.0,48,1,101_64_0.5,101_64_,101,64,0.5,50
2450,mq7tq,0.552,0.25312431104887356,26.812000000476843,images/experiment/pair_101_57_out_tensor(0.3333).png,6.0,49,1,101_57_0.33,101_57_,101,57,0.33,46
8650,mq7tq,0.49,-0.5865195612046832,28.354000000953675,images/experiment/pair_37_41_out_tensor(0.6667).png,24.0,50,1,37_41_0.67,37_41_,37,41,0.67,21
1450,mq7tq,0.558,0.3343801696540564,40.135,images/experiment/pair_37_64_out_tensor(0.3333).png,178.0,51,1,37_64_0.33,37_64_,37,64,0.33,25
