,res,rmse_fit,rmse_pred,participant,testPair
56,"     fun: 0.2221577988924847
     jac: array([6.06905669e-05, 2.38513574e-04, 2.47439370e-04, 5.42646274e-04,
       2.39489041e-03])
 message: 'Optimization terminated successfully'
    nfev: 219
     nit: 35
    njev: 35
  status: 0
 success: True
       x: array([ 1.52759511,  0.32918481,  0.14999851, -0.54590352,  0.06418122])",0.2221577988924847,0.2725571946253523,37o95,37_64_
57,"     fun: 0.21870088213092254
     jac: array([-1.11997128e-04, -3.30954790e-04,  3.92962247e-05, -1.02522038e-03,
       -3.03876773e-03])
 message: 'Optimization terminated successfully'
    nfev: 299
     nit: 47
    njev: 47
  status: 0
 success: True
       x: array([ 1.74126556,  0.35546027,  0.14544498, -0.5587096 ,  0.05777423])",0.21870088213092254,0.32443128742320626,37o95,92_64_
58,"     fun: 0.2216541660461495
     jac: array([-0.0003544 , -0.00149359, -0.00065039, -0.00252753, -0.01056088])
 message: 'Optimization terminated successfully'
    nfev: 217
     nit: 34
    njev: 34
  status: 0
 success: True
       x: array([ 1.60454609,  0.30332055,  0.15262061, -0.54137788,  0.06291264])",0.2216541660461495,0.2751456995629548,37o95,37_101_
59,"     fun: 0.22761726340815952
     jac: array([-0.00015564, -0.00067855, -0.00013605, -0.00083146, -0.00326372])
 message: 'Optimization terminated successfully'
    nfev: 244
     nit: 39
    njev: 39
  status: 0
 success: True
       x: array([ 1.55457339,  0.33008292,  0.1534873 , -0.54284638,  0.06170651])",0.22761726340815952,0.17200566591498231,37o95,92_57_
60,"     fun: 0.22090653842951646
     jac: array([-0.00021765, -0.00104224, -0.00029924, -0.00104309, -0.00309221])
 message: 'Optimization terminated successfully'
    nfev: 187
     nit: 30
    njev: 30
  status: 0
 success: True
       x: array([ 1.26677586,  0.3489199 ,  0.18251734, -0.50675906,  0.05869211])",0.22090653842951646,0.29655267243811895,37o95,37_41_
61,"     fun: 0.22818854683503012
     jac: array([0.00019568, 0.00130991, 0.00044179, 0.00182284, 0.0082452 ])
 message: 'Optimization terminated successfully'
    nfev: 246
     nit: 39
    njev: 39
  status: 0
 success: True
       x: array([ 1.5876085 ,  0.32265957,  0.16306895, -0.52159369,  0.0565285 ])",0.22818854683503012,0.1586700529512204,37o95,5_64_
62,"     fun: 0.2283449903506307
     jac: array([-0.00017134, -0.00091945,  0.00019176, -0.00113235, -0.00353795])
 message: 'Optimization terminated successfully'
    nfev: 241
     nit: 38
    njev: 38
  status: 0
 success: True
       x: array([ 1.49061193,  0.31173403,  0.16624832, -0.52514207,  0.06024686])",0.2283449903506307,0.1546580605998249,37o95,101_64_
63,"     fun: 0.22560472002007087
     jac: array([-5.30369580e-05, -4.62703407e-04, -7.47013837e-05, -3.77394259e-04,
       -2.24825926e-03])
 message: 'Optimization terminated successfully'
    nfev: 281
     nit: 45
    njev: 45
  status: 0
 success: True
       x: array([ 1.59893085,  0.31549801,  0.14341274, -0.55162544,  0.06558766])",0.22560472002007087,0.2132510262818425,37o95,64_41_
64,"     fun: 0.22178681720553722
     jac: array([-5.52317128e-04, -4.21717763e-04,  5.02675772e-04,  3.22610140e-05,
       -1.19091943e-04])
 message: 'Optimization terminated successfully'
    nfev: 322
     nit: 52
    njev: 52
  status: 0
 success: True
       x: array([ 2.24061571, -1.        ,  1.6964783 ,  0.09185169,  3.87999201])",0.22178681720553722,0.3019503316146764,3l6s4,101_57_
65,"     fun: 0.23138243175186315
     jac: array([-6.47623092e-05,  1.03408471e-04,  2.83574685e-04,  6.64405525e-06,
       -7.79945403e-05])
 message: 'Optimization terminated successfully'
    nfev: 273
     nit: 45
    njev: 45
  status: 0
 success: True
       x: array([ 2.18543157, -1.        ,  1.65232906,  0.07403467,  4.09900094])",0.23138243175186315,0.11188055220032987,3l6s4,64_57_
66,"     fun: 0.23028319167756403
     jac: array([-0.00146492, -0.00166542,  0.00134789,  0.00018033, -0.00031513])
 message: 'Optimization terminated successfully'
    nfev: 302
     nit: 49
    njev: 49
  status: 0
 success: True
       x: array([ 2.17309744, -1.        ,  1.52519695,  0.11066282,  3.53286524])",0.23028319167756403,0.14202758937793858,3l6s4,5_92_
67,"     fun: 0.21966405172344913
     jac: array([ 3.83203849e-04,  9.18285921e-04, -3.72437760e-04, -6.24600798e-05,
        9.51848924e-05])
 message: 'Optimization terminated successfully'
    nfev: 382
     nit: 62
    njev: 62
  status: 0
 success: True
       x: array([ 2.27793953, -1.        ,  2.14225938,  0.18249669,  5.88709988])",0.21966405172344913,0.3364381158526929,3l6s4,5_101_
68,"     fun: 0.2303600830159795
     jac: array([-1.87663361e-04,  1.29645690e-04,  2.69362703e-04,  7.72438943e-05,
       -7.01919198e-05])
 message: 'Optimization terminated successfully'
    nfev: 275
     nit: 45
    njev: 45
  status: 0
 success: True
       x: array([ 2.17077188, -1.        ,  1.48273186,  0.11823767,  3.35977136])",0.2303600830159795,0.1399655419372348,3l6s4,37_92_
69,"     fun: 0.22481306478184065
     jac: array([ 7.03923404e-04,  1.48953497e-03, -5.57018444e-04, -5.38527966e-05,
        1.44764781e-04])
 message: 'Optimization terminated successfully'
    nfev: 242
     nit: 40
    njev: 40
  status: 0
 success: True
       x: array([ 2.20833611, -1.        ,  1.5151784 ,  0.10192648,  3.27425044])",0.22481306478184065,0.25594941411463573,3l6s4,101_92_
70,"     fun: 0.22872466037174033
     jac: array([ 5.92768192e-05,  6.62405044e-04, -7.75977969e-05, -1.60671771e-05,
        1.42455101e-05])
 message: 'Optimization terminated successfully'
    nfev: 296
     nit: 48
    njev: 48
  status: 0
 success: True
       x: array([ 2.1272291 , -1.        ,  1.22155112,  0.17805393,  2.54090727])",0.22872466037174033,0.19045734821739727,3l6s4,37_57_
71,"     fun: 0.22872566225495447
     jac: array([ 6.19178638e-04,  1.34014711e-03, -6.09673560e-04, -3.17804515e-05,
        1.34387985e-04])
 message: 'Optimization terminated successfully'
    nfev: 297
     nit: 49
    njev: 49
  status: 0
 success: True
       x: array([ 2.1709785 , -1.        ,  1.83988499,  0.12937402,  5.05668992])",0.22872566225495447,0.1924918356041484,3l6s4,5_41_
